meeting,date,race_number,dataset,split,venue,distance,field_size,segments,top2_hits,top3_hits,top3_capture_at4,top3_capture_at5,top3_all_within_top5,winner_model_rank,ndcg_at5,competitive_recall_at5,what_model_got_wrong,underrated_horses,severely_underrated_horses,overrated_horses,missed_signals,primary_cause,systematic_or_race_specific,model_change_assessment,mean_actual_top3_uncertainty,annotation_flags,annotation_notes,excluded_from_adjusted
2026-05-09_ShaTin,2026-05-09,1,archive,archive_development,沙田,0,10,有初出馬,0,1,0.3333,0.3333,False,8,0.1935,0.5,模型頭兩選全數落空，模型前五捕捉1匹實際前三,#5 鵲橋飛昇（模型8／實際1） | #2 銳行星（模型3／實際2） | #6 永福（模型7／實際3）,#5 鵲橋飛昇（模型8／實際1） | #6 永福（模型7／實際3）,#1 全能勇士（模型1／實際5）,,已標註異常賽果,系統性,保留作異常案例研究；唔以此場直接改模型,0.8479,extreme_outsider,extreme_outsider: #5 鵲橋飛昇 actual 1／odds 49,True
2026-05-09_ShaTin,2026-05-09,2,archive,archive_development,跑馬地,1200,12,有初出馬,1,2,1.0,1.0,True,4,0.5552,0.75,模型頭兩選只捕捉一匹實際前三，但實際前三仍全部位於模型前五,#1 北地烈馬（模型4／實際1） | #2 馬馳登（模型3／實際2）,,#7 川河石駒（模型1／實際5）,班次／負磅context +4.66 | 段速 +4.06,競爭層已捕捉但頭二排序不足,系統性,建立賽前訊號候選並做 temporal holdout；未通過前唔改主線,0.3005,,,False
2026-05-09_ShaTin,2026-05-09,3,archive,archive_development,跑馬地,1400,13,,1,2,0.6667,0.6667,False,12,0.3177,0.4,模型頭兩選只捕捉一匹實際前三，模型前五捕捉2匹實際前三,#12 肥仔精神（模型12／實際1） | #8 巴閉佬（模型3／實際2）,#12 肥仔精神（模型12／實際1）,#7 雪茄福星（模型2／實際10）,,整體競爭群辨識不足,系統性,建立賽前訊號候選並做 temporal holdout；未通過前唔改主線,0.3466,,,False
2026-05-09_ShaTin,2026-05-09,4,archive,archive_development,跑馬地,1000,14,有初出馬,1,1,0.3333,0.3333,False,13,0.2357,0.4,模型頭兩選只捕捉一匹實際前三，模型前五捕捉1匹實際前三,#10 一舖掂晒（模型13／實際1） | #11 致力之城（模型10／實際3）,#10 一舖掂晒（模型13／實際1） | #11 致力之城（模型10／實際3）,#6 鴻圖新星（模型1／實際12）,,已標註異常賽果,系統性,保留作異常案例研究；唔以此場直接改模型,0.4877,extreme_outsider,extreme_outsider: #10 一舖掂晒 actual 1／odds 70,True
2026-05-09_ShaTin,2026-05-09,5,archive,archive_development,跑馬地,1200,12,有初出馬,0,1,0.3333,0.3333,False,12,0.0904,0.5,模型頭兩選全數落空，模型前五捕捉1匹實際前三,#4 君子（模型12／實際1） | #6 老鼠斑（模型10／實際2） | #2 心雄雄（模型3／實際3）,#4 君子（模型12／實際1） | #6 老鼠斑（模型10／實際2）,#9 星辰千帥（模型1／實際5） | #3 輝灑自如（模型2／實際9）,,已標註異常賽果,系統性,保留作異常案例研究；唔以此場直接改模型,0.4693,extreme_outsider | major_incident,extreme_outsider: #4 君子 actual 1／odds 158 | major_incident: #3 輝灑自如: 9 3 輝灑自如 (L281) 見習騎師袁幸堯表示，坐騎在閘內煩躁不安，儘管能夠領放，但在該位置下走勢欠佳。她又說，坐騎於直路上對催策毫無反應，表現令人失望。練馬師姚本輝表示，此駒於是賽前的表現令他滿意。他說，他認為此駒未能適應「好至黏地」的場地狀況，尤其是牠陣上走勢欠佳，數度將頭低俯。賽後立即接受獸醫檢查，內窺鏡檢查顯示此駒的氣管內有很多痰。「輝灑自如」上,True
2026-05-09_ShaTin,2026-05-09,6,archive,archive_development,跑馬地,1400,14,有初出馬,1,2,0.6667,0.6667,False,3,0.6682,0.4,模型頭兩選只捕捉一匹實際前三，模型前五捕捉2匹實際前三,#6 龍傲綾羅（模型3／實際1） | #3 將傲（模型10／實際3）,#3 將傲（模型10／實際3）,#9 開心旺財（模型2／實際8）,騎練訊號 +5.67,已標註異常賽果,系統性,保留作異常案例研究；唔以此場直接改模型,0.3935,interference,interference: #9 開心旺財: 8 9 開心旺財 (L045) 接近三百五十米處時向內斜跑，與「龍傲綾羅」互相觸碰。三百五十米處至二百五十米處之間在靠近「笑必勝」處於窘境之際受困而未能望空。,True
2026-05-09_ShaTin,2026-05-09,7,archive,archive_development,跑馬地,1600,14,,0,0,0.0,0.0,False,10,0.0085,0.2,模型頭兩選全數落空，模型前五亦未捕捉任何實際前三,#13 金鑽精靈（模型10／實際1） | #8 好運年（模型8／實際2） | #11 君達得（模型12／實際3）,#13 金鑽精靈（模型10／實際1） | #8 好運年（模型8／實際2） | #11 君達得（模型12／實際3）,#1 威武年代（模型1／實際14） | #5 大千雄心（模型2／實際9）,,已標註異常賽果,系統性,保留作異常案例研究；唔以此場直接改模型,0.3182,major_incident,major_incident: #1 威武年代: 14 1 威武年代 (J451) 何澤堯表示，坐騎在入直路後受催策並顯著轉弱，但他未能就坐騎令人失望的表現提供任何解釋。賽後立即接受獸醫檢查，並無發現任何明顯異常之處。小組認為與近仗相比，「威武年代」今仗的表現令人失望。「威武年代」必須試閘及格，並且通過獸醫檢驗後，才可再次出賽。,True
2026-05-09_ShaTin,2026-05-09,8,archive,archive_development,跑馬地,1200,12,有初出馬,0,1,0.6667,0.6667,False,8,0.2245,0.5,模型頭兩選全數落空，模型前五捕捉2匹實際前三,#7 㩒住贏（模型8／實際1） | #11 富國兄弟（模型3／實際2） | #3 手機錶勁（模型4／實際3）,#7 㩒住贏（模型8／實際1）,#4 超寫意（模型1／實際9） | #10 辣得準（模型2／實際7）,,初出馬備戰／不確定性轉化不足,場次特定／樣本不足,暫不改模型；單場修正過擬合風險高,0.4897,,,False
2026-05-09_ShaTin,2026-05-09,9,archive,archive_development,跑馬地,1000,14,有初出馬,0,0,0.3333,0.3333,False,4,0.2925,0.2,模型頭兩選全數落空，模型前五捕捉1匹實際前三,#7 團結勇士（模型4／實際1） | #13 幸運糖（模型9／實際2） | #14 飛來閃耀（模型8／實際3）,#13 幸運糖（模型9／實際2） | #14 飛來閃耀（模型8／實際3）,#2 米奇（模型1／實際7） | #1 會長之寶（模型2／實際9）,,整體競爭群辨識不足,系統性,建立賽前訊號候選並做 temporal holdout；未通過前唔改主線,0.324,,,False
2026-05-09_ShaTin,2026-05-09,11,archive,archive_development,跑馬地,1200,12,,1,1,0.3333,0.6667,False,2,0.5702,0.5,模型頭兩選只捕捉一匹實際前三，模型前五捕捉2匹實際前三,#2 翠紅（模型5／實際2） | #12 威利金箭（模型6／實際3）,#12 威利金箭（模型6／實際3）,#6 燈胆將軍（模型1／實際6）,騎練訊號 +5.72 | 備戰／風險 +4.83,騎練訊號辨識不足,系統性,建立賽前訊號候選並做 temporal holdout；未通過前唔改主線,0.2874,,,False
2026-05-13_HappyValley,2026-05-13,1,archive,archive_temporal_holdout,跑馬地,1650,12,,1,1,0.3333,0.3333,False,1,0.7027,0.25,模型頭兩選只捕捉一匹實際前三，模型前五捕捉1匹實際前三,#3 駟跑得（模型10／實際2） | #12 華美之威（模型11／實際3）,#3 駟跑得（模型10／實際2） | #12 華美之威（模型11／實際3）,#11 龍又生（模型2／實際10）,,整體競爭群辨識不足,系統性,建立賽前訊號候選並做 temporal holdout；未通過前唔改主線,0.3673,,,False
2026-05-13_HappyValley,2026-05-13,4,archive,archive_temporal_holdout,跑馬地,1650,12,,0,1,0.3333,0.6667,False,12,0.2183,0.5,模型頭兩選全數落空，模型前五捕捉2匹實際前三,#4 上浦福旺（模型12／實際1） | #10 滿洛城（模型3／實際2） | #11 獎星（模型5／實際3）,#4 上浦福旺（模型12／實際1）,#3 睿智多寶（模型1／實際9） | #5 大千氣象（模型2／實際5）,,已標註異常賽果,系統性,保留作異常案例研究；唔以此場直接改模型,0.3756,interference,interference: #1 勁進駒: 12 1 勁進駒 (J384) 起步後不久發生碰撞。接近三百五十米處時在「滿洛城」與開始墮退的「翠湖烈風」之間未能望空之際大力勒避。被查詢時，潘頓表示，他獲指示讓坐騎上前及居於預期領放馬「睿智多寶」外側。他說，他催策坐騎上前及將坐騎置於「翠湖烈風」外側，其後等待「翠湖烈風」佔取「睿智多寶」之後有遮擋的位置，因為他察覺到策騎「翠湖烈風」的見習騎師黃寶妮望向她的,True
2026-05-13_HappyValley,2026-05-13,7,archive,archive_temporal_holdout,跑馬地,1200,12,,0,0,0.0,0.0,False,6,0.0296,0.25,模型頭兩選全數落空，模型前五亦未捕捉任何實際前三,#11 驕陽雄心（模型6／實際1） | #3 縱橫天下（模型8／實際2） | #1 競駿非凡（模型10／實際3）,#11 驕陽雄心（模型6／實際1） | #3 縱橫天下（模型8／實際2） | #1 競駿非凡（模型10／實際3）,#6 銳目（模型1／實際12）,班次／負磅context +3.14,已標註異常賽果,系統性,保留作異常案例研究；唔以此場直接改模型,0.3751,extreme_outsider | major_incident,extreme_outsider: #3 縱橫天下 actual 2／odds 36 | major_incident: #6 銳目: 12 6 銳目 (L068) 接近六百米處時與「福進」互相觸碰，當時「福進」在搶口之際向外斜跑。潘頓表示，他於早段催策坐騎以嘗試佔取前列位置。他說，坐騎今仗展現的前速未如上仗，因而居於較賽前部署為後的位置。他說，坐騎經驗仍然相對較淺，中段沿途未能適應在其他馬匹之間競跑，其後在直路上墮退。賽後立即接受獸醫檢查，並無發現任何明顯異常之處。「銳目」上仗勝出，小組認,True
2026-05-13_HappyValley,2026-05-13,9,archive,archive_temporal_holdout,跑馬地,1650,11,,1,1,0.6667,0.6667,False,4,0.5564,0.75,模型頭兩選只捕捉一匹實際前三，模型前五捕捉2匹實際前三,#9 包裝福星（模型4／實際1） | #10 一起美麗（模型8／實際3）,#10 一起美麗（模型8／實際3）,,,已標註異常賽果,系統性,保留作異常案例研究；唔以此場直接改模型,0.4233,interference,interference: #1 勁速威龍: 8 1 勁速威龍 (H380) 自外檔出閘僅屬一般，於早段在馬群之後切入。末段開始以佳勢衝刺之際在「銀亮奔騰」與「非惟僥倖」之間未能望空，因而於最後五十米未能被力策。賽後立即接受獸醫檢查，並無發現任何明顯異常之處。,True
2026-05-17_ShaTin,2026-05-17,1,archive,archive_temporal_holdout,沙田,1800,14,,0,0,0.0,0.3333,False,5,0.2911,0.4,模型頭兩選全數落空，模型前五捕捉1匹實際前三,#6 齊歡最樂（模型5／實際1） | #10 捷足奔馳（模型6／實際2） | #7 香港精神（模型8／實際3）,#10 捷足奔馳（模型6／實際2） | #7 香港精神（模型8／實際3）,#8 開心三多（模型1／實際6） | #9 幸運同行（模型2／實際8）,,已標註異常賽果,系統性,保留作異常案例研究；唔以此場直接改模型,0.3546,extreme_outsider,extreme_outsider: #7 香港精神 actual 3／odds 50,True
2026-05-17_ShaTin,2026-05-17,2,archive,archive_temporal_holdout,沙田,1000,14,沙田直路1000米 | 有初出馬,1,2,1.0,1.0,True,1,0.9096,0.6,模型頭兩選只捕捉一匹實際前三，但實際前三仍全部位於模型前五,#10 致力之城（模型3／實際2） | #4 鄉村威龍（模型4／實際3）,,#1 日出東方（模型2／實際10）,,競爭層已捕捉但頭二排序不足,系統性,建立賽前訊號候選並做 temporal holdout；未通過前唔改主線,0.5083,,,False
2026-05-17_ShaTin,2026-05-17,3,archive,archive_temporal_holdout,沙田,1200,12,,1,2,0.6667,0.6667,False,8,0.2526,0.5,模型頭兩選只捕捉一匹實際前三，模型前五捕捉2匹實際前三,#3 快樂高球（模型8／實際1） | #11 東方寶寶（模型3／實際2）,#3 快樂高球（模型8／實際1）,#4 首駿（模型1／實際5）,form line +3.45,form line辨識不足,場次特定／樣本不足,暫不改模型；單場修正過擬合風險高,0.3394,,,False
2026-05-17_ShaTin,2026-05-17,4,archive,archive_temporal_holdout,沙田,1200,12,有初出馬,1,1,0.6667,0.6667,False,7,0.418,0.75,模型頭兩選只捕捉一匹實際前三，模型前五捕捉2匹實際前三,#11 小魔怪（模型7／實際1） | #8 你知我寶（模型4／實際3）,#11 小魔怪（模型7／實際1）,,,已標註異常賽果,系統性,保留作異常案例研究；唔以此場直接改模型,0.3466,interference,interference: #1 禾道豐: 4 1 禾道豐 (L264) 躍出時在「星光大道」與略為向外斜跑的「你知我寶」之間受擠迫之際失去平衡。四百五十米處至三百五十米處之間受困而未能望空。賽後須抽取樣本檢驗。,True
2026-05-17_ShaTin,2026-05-17,6,archive,archive_temporal_holdout,沙田,1200,12,有初出馬,1,2,0.6667,0.6667,False,3,0.4602,0.75,模型頭兩選只捕捉一匹實際前三，模型前五捕捉2匹實際前三,#10 傑出雷霆（模型3／實際1） | #11 有備而戰（模型11／實際2）,#11 有備而戰（模型11／實際2）,#3 健康快車（模型1／實際5）,,已標註異常賽果,系統性,保留作異常案例研究；唔以此場直接改模型,0.3472,extreme_outsider,extreme_outsider: #11 有備而戰 actual 2／odds 60,True
2026-05-17_ShaTin,2026-05-17,7,archive,archive_temporal_holdout,沙田,1400,14,,0,0,0.3333,0.6667,False,6,0.2566,0.8,模型頭兩選全數落空，模型前五捕捉2匹實際前三,#1 自動自覺（模型6／實際1） | #4 實力加（模型5／實際2） | #3 八仟好運（模型4／實際3）,#1 自動自覺（模型6／實際1）,,班次／負磅context +3.75,班次／負磅context辨識不足,場次特定／樣本不足,暫不改模型；單場修正過擬合風險高,0.2834,,,False
2026-05-17_ShaTin,2026-05-17,8,archive,archive_temporal_holdout,沙田,1800,14,,1,2,0.6667,0.6667,False,3,0.493,0.4,模型頭兩選只捕捉一匹實際前三，模型前五捕捉2匹實際前三,#14 夢照發（模型3／實際1） | #7 佰勝金龍（模型8／實際2）,#7 佰勝金龍（模型8／實際2）,#4 赤風驪（模型2／實際11）,,整體競爭群辨識不足,系統性,建立賽前訊號候選並做 temporal holdout；未通過前唔改主線,0.4406,,,False
2026-05-17_ShaTin,2026-05-17,9,archive,archive_temporal_holdout,沙田,1400,14,,1,1,0.3333,0.3333,False,8,0.1062,0.4,模型頭兩選只捕捉一匹實際前三，模型前五捕捉1匹實際前三,#5 百勝威龍（模型8／實際1） | #13 飛躍成就（模型12／實際2）,#5 百勝威龍（模型8／實際1） | #13 飛躍成就（模型12／實際2）,#12 星光快驅（模型1／實際9）,,整體競爭群辨識不足,系統性,建立賽前訊號候選並做 temporal holdout；未通過前唔改主線,0.3358,,,False
2026-05-17_ShaTin,2026-05-17,10,archive,archive_temporal_holdout,沙田,1400,14,有初出馬,1,1,0.3333,0.3333,False,8,0.2073,0.2,模型頭兩選只捕捉一匹實際前三，模型前五捕捉1匹實際前三,#10 臻至辰（模型8／實際1） | #6 三甲之星（模型6／實際3）,#10 臻至辰（模型8／實際1） | #6 三甲之星（模型6／實際3）,#5 安泰（模型1／實際9）,form line +3.95,已標註異常賽果,系統性,保留作異常案例研究；唔以此場直接改模型,0.3435,major_incident,major_incident: #11 正本良心: 14 11 正本良心 (L382) 於起步點被發現口內有血，其後接受獸醫檢查，獸醫認為此駒適宜出賽。在閘內煩躁不安，導致右後腿一度擱在閘廂內，其後被牽出閘廂及再度接受獸醫檢查，獸醫認為此駒適宜出賽。大部分途程在沒有遮擋下走外疊。莫雷拉表示，坐騎於早段及中段沿途走勢良佳，但在直路上受催策時轉弱。賽後立即接受獸醫檢查，並無發現任何明顯異常之處。「正本良心」包尾大,True
2026-05-20_HappyValley,2026-05-20,3,archive,archive_temporal_holdout,跑馬地,1200,12,,1,1,0.3333,0.3333,False,8,0.1587,0.5,模型頭兩選只捕捉一匹實際前三，模型前五捕捉1匹實際前三,#2 星火燎原（模型8／實際1） | #8 星辰千帥（模型7／實際2）,#2 星火燎原（模型8／實際1） | #8 星辰千帥（模型7／實際2）,#6 烈焰光芒（模型2／實際5）,,整體競爭群辨識不足,系統性,建立賽前訊號候選並做 temporal holdout；未通過前唔改主線,0.3251,,,False
2026-05-20_HappyValley,2026-05-20,4,archive,archive_temporal_holdout,跑馬地,1650,12,,1,2,0.6667,1.0,True,1,0.921,0.75,模型頭兩選只捕捉一匹實際前三，但實際前三仍全部位於模型前五,#10 北海盜（模型3／實際2） | #3 財富非凡（模型5／實際3）,,#12 多利神駒（模型2／實際7）,班次／負磅context +3.18,競爭層已捕捉但頭二排序不足,系統性,建立賽前訊號候選並做 temporal holdout；未通過前唔改主線,0.3628,,,False
2026-05-20_HappyValley,2026-05-20,5,archive,archive_temporal_holdout,跑馬地,1000,12,,1,1,0.3333,0.3333,False,7,0.2069,0.25,模型頭兩選只捕捉一匹實際前三，模型前五捕捉1匹實際前三,#2 財將（模型7／實際1） | #5 紅錢到（模型10／實際3）,#2 財將（模型7／實際1） | #5 紅錢到（模型10／實際3）,#4 美麗登場（模型1／實際7）,,已標註異常賽果,系統性,保留作異常案例研究；唔以此場直接改模型,0.4588,extreme_outsider,extreme_outsider: #5 紅錢到 actual 3／odds 33,True
2026-05-20_HappyValley,2026-05-20,7,archive,archive_temporal_holdout,跑馬地,1650,12,,0,1,0.3333,0.6667,False,3,0.4057,0.5,模型頭兩選全數落空，模型前五捕捉2匹實際前三,#11 紫辰之星（模型3／實際1） | #4 泰力（模型7／實際2） | #5 做好自己（模型5／實際3）,#4 泰力（模型7／實際2）,#1 滿心星（模型1／實際6） | #3 開心勇駒（模型2／實際9）,備戰／風險 +3.33,備戰／風險辨識不足,場次特定／樣本不足,暫不改模型；單場修正過擬合風險高,0.3349,,,False
2026-05-20_HappyValley,2026-05-20,9,archive,archive_temporal_holdout,跑馬地,1200,12,,0,0,0.0,0.3333,False,12,0.1503,0.5,模型頭兩選全數落空，模型前五捕捉1匹實際前三,#8 維港智能（模型12／實際1） | #7 扶搖勢勁（模型5／實際2） | #1 天天同樂（模型6／實際3）,#8 維港智能（模型12／實際1） | #1 天天同樂（模型6／實際3）,#9 俏眼光（模型1／實際12） | #4 信心星（模型2／實際6）,,已標註異常賽果,系統性,保留作異常案例研究；唔以此場直接改模型,0.3411,extreme_outsider | major_incident,extreme_outsider: #8 維港智能 actual 1／odds 59 | major_incident: #9 俏眼光: 12 9 俏眼光 (L003) 田泰安表示，坐騎出閘僅屬一般，居後列競跑。他說，坐騎在直路上受催策時毫無反應，表現令人失望。練馬師蔡約翰表示，他認為此駒已屆歇暑休賽之時，將會安排此駒休息。賽後立即接受獸醫檢查，並無發現任何明顯異常之處。「俏眼光」上仗勝出，小組認為此駒今仗的表現令人失望。「俏眼光」必須試閘及格，並且通過獸醫檢驗後，才可再次出賽。,True
2026-05-24_ShaTin,2026-05-24,1,archive,archive_temporal_holdout,沙田,1600,14,,1,2,0.6667,0.6667,False,1,0.7973,0.6,模型頭兩選只捕捉一匹實際前三，模型前五捕捉2匹實際前三,#14 勁爽（模型13／實際2） | #6 神駒馬靈（模型3／實際3）,#14 勁爽（模型13／實際2）,,狀態穩定性 +5.53,狀態穩定性辨識不足,場次特定／樣本不足,暫不改模型；單場修正過擬合風險高,0.3307,,,False
2026-05-24_ShaTin,2026-05-24,2,archive,archive_temporal_holdout,沙田,1400,14,,1,2,0.6667,0.6667,False,3,0.4731,0.8,模型頭兩選只捕捉一匹實際前三，模型前五捕捉2匹實際前三,#14 金快飛飛（模型3／實際1） | #1 包裝明將（模型6／實際2）,#1 包裝明將（模型6／實際2）,#10 隋我同來（模型1／實際10）,騎練訊號 +5.02 | 狀態穩定性 +3.44,已標註異常賽果,系統性,保留作異常案例研究；唔以此場直接改模型,0.322,interference,interference: #11 華麗再贏: 5 11 華麗再贏 (L087) 在起步點重新裝上左前蹄的蹄鐵，其後接受獸醫檢查，獸醫認為此駒適宜出賽，賽事因而延遲開跑。起步後不久在「隋我同來」與外閃的「嵐臣」之間受擠迫。四百米處至一百五十米處之間受困而未能望空。,True
2026-05-24_ShaTin,2026-05-24,3,archive,archive_temporal_holdout,沙田,1200,14,有初出馬,0,1,0.3333,0.6667,False,11,0.252,0.6,模型頭兩選全數落空，模型前五捕捉2匹實際前三,#1 錶之浩瀚（模型11／實際1） | #2 巧眼光（模型3／實際2） | #14 有你有我（模型5／實際3）,#1 錶之浩瀚（模型11／實際1）,#4 老鼠斑（模型1／實際8） | #12 同喜（模型2／實際12）,,已標註異常賽果,系統性,保留作異常案例研究；唔以此場直接改模型,0.3071,extreme_outsider,extreme_outsider: #2 巧眼光 actual 2／odds 44 || #14 有你有我 actual 3／odds 41,True
2026-05-24_ShaTin,2026-05-24,4,archive,archive_temporal_holdout,沙田,1200,14,有初出馬,1,1,0.3333,0.3333,False,2,0.4699,0.6,模型頭兩選只捕捉一匹實際前三，模型前五捕捉1匹實際前三,#11 銀刺勇士（模型8／實際2） | #9 北極之錶（模型12／實際3）,#11 銀刺勇士（模型8／實際2） | #9 北極之錶（模型12／實際3）,#8 應龍飛影（模型1／實際11）,騎練訊號 +3.16,已標註異常賽果,系統性,保留作異常案例研究；唔以此場直接改模型,0.3417,extreme_outsider,extreme_outsider: #11 銀刺勇士 actual 2／odds 49 || #9 北極之錶 actual 3／odds 115,True
2026-05-24_ShaTin,2026-05-24,5,archive,archive_temporal_holdout,沙田,1600,14,,1,2,1.0,1.0,True,1,0.9474,1.0,模型頭兩選只捕捉一匹實際前三，但實際前三仍全部位於模型前五,#13 幸運威龍（模型4／實際2） | #4 逍遙騎士（模型3／實際3）,,,form line +3.05,競爭層已捕捉但頭二排序不足,系統性,建立賽前訊號候選並做 temporal holdout；未通過前唔改主線,0.33,,,False
2026-05-24_ShaTin,2026-05-24,6,archive,archive_temporal_holdout,沙田,1400,14,,0,1,0.3333,0.3333,False,3,0.3817,0.6,模型頭兩選全數落空，模型前五捕捉1匹實際前三,#5 仁仁有餘（模型3／實際1） | #8 馬上盈（模型6／實際2） | #9 共創歡欣（模型10／實際3）,#8 馬上盈（模型6／實際2） | #9 共創歡欣（模型10／實際3）,#14 觀萬物（模型1／實際9）,,已標註異常賽果,系統性,保留作異常案例研究；唔以此場直接改模型,0.3284,injury,injury: #14 觀萬物: 9 14 觀萬物 (K101) 接近九百米處時收慢避開「方圓星」。潘頓表示，賽事早段及中段步速較標準時間為慢，不利坐騎發揮，坐騎因而在直路上難以追前。賽後立即接受獸醫檢查，發現此駒患有「喘鳴症」，而此駒過往也有此毛病報告。,True
2026-05-24_ShaTin,2026-05-24,7,archive,archive_temporal_holdout,沙田,1800,14,,0,0,0.0,0.3333,False,7,0.1271,0.2,模型頭兩選全數落空，模型前五捕捉1匹實際前三,#12 勁大威猛（模型7／實際1） | #13 勁好運（模型5／實際2） | #8 幸運派彩（模型13／實際3）,#12 勁大威猛（模型7／實際1） | #8 幸運派彩（模型13／實際3）,#3 平凡騎士（模型1／實際13） | #1 春風萬里（模型2／實際10）,,已標註異常賽果,系統性,保留作異常案例研究；唔以此場直接改模型,0.3474,extreme_outsider | major_incident,extreme_outsider: #13 勁好運 actual 2／odds 61 | major_incident: #2 友瑩光: 14 2 友瑩光 (K564) 起步後不久被「快路」碰撞後軀，因而失去平衡。潘頓表示，坐騎在直路上對催策毫無反應，他擔心坐騎有不妥，遂於接近三百米處時收慢坐騎。練馬師廖康銘表示，此駒於是賽前的表現令他滿意，他未能就此駒今仗的表現提供解釋。賽後立即接受獸醫檢查，並無發現任何明顯異常之處。包尾大敗而回，小組認為此駒的表現難以接受。「友瑩光」必須試閘及格，並且通過,True
2026-05-24_ShaTin,2026-05-24,8,archive,archive_temporal_holdout,沙田,2400,9,有初出馬,1,1,0.6667,0.6667,False,1,0.8828,0.6667,模型頭兩選只捕捉一匹實際前三，模型前五捕捉2匹實際前三,#5 數字天文（模型4／實際2） | #2 大怪奇（模型9／實際3）,#2 大怪奇（模型9／實際3）,#9 浪漫戰神（模型2／實際4）,班次／負磅context +3.33,已標註異常賽果,系統性,保留作異常案例研究；唔以此場直接改模型,0.5159,extreme_outsider,extreme_outsider: #5 數字天文 actual 2／odds 40,True
2026-05-24_ShaTin,2026-05-24,10,archive,archive_temporal_holdout,沙田,1200,14,有初出馬,1,1,0.3333,0.3333,False,1,0.6792,0.2,模型頭兩選只捕捉一匹實際前三，模型前五捕捉1匹實際前三,#13 閃電小子（模型10／實際2） | #1 得道猴王（模型13／實際3）,#13 閃電小子（模型10／實際2） | #1 得道猴王（模型13／實際3）,#12 鈁糖武士（模型2／實際9）,,整體競爭群辨識不足,系統性,建立賽前訊號候選並做 temporal holdout；未通過前唔改主線,0.3924,,,False
2026-05-27_HappyValley,2026-05-27,1,independent_recent,independent_recent,跑馬地,1200,12,,1,1,0.6667,0.6667,False,4,0.4147,0.75,模型頭兩選只捕捉一匹實際前三，模型前五捕捉2匹實際前三,#9 本能（模型4／實際1） | #11 東方福寶（模型11／實際2）,#11 東方福寶（模型11／實際2）,#2 魅力星（模型1／實際10）,,已標註異常賽果,系統性,保留作異常案例研究；唔以此場直接改模型,0.3133,injury,injury: #2 魅力星: 10 2 魅力星 (K052) 田泰安表示，坐騎在直路上衝刺僅屬一般，或未能適應「好至快地」的場地狀況。賽後立即接受獸醫檢查，發現此駒患有「喘鳴症」，而此駒過往也有此毛病報告。,True
2026-05-27_HappyValley,2026-05-27,2,independent_recent,independent_recent,跑馬地,2200,12,,0,0,0.3333,0.6667,False,5,0.4131,0.5,模型頭兩選全數落空，模型前五捕捉2匹實際前三,#7 捷足奔馳（模型5／實際1） | #8 幸運同行（模型4／實際2） | #9 美麗多盈（模型12／實際3）,#9 美麗多盈（模型12／實際3）,#1 管之友（模型1／實際7） | #12 同寶寶（模型2／實際5）,,已標註異常賽果,系統性,保留作異常案例研究；唔以此場直接改模型,0.3543,extreme_outsider,extreme_outsider: #9 美麗多盈 actual 3／odds 36,True
2026-05-27_HappyValley,2026-05-27,4,independent_recent,independent_recent,跑馬地,1200,12,,0,1,0.3333,0.3333,False,3,0.3513,0.25,模型頭兩選全數落空，模型前五捕捉1匹實際前三,#5 朗日自強（模型3／實際1） | #11 天下寵兒（模型10／實際2） | #9 頑童（模型11／實際3）,#11 天下寵兒（模型10／實際2） | #9 頑童（模型11／實際3）,#1 紅愛舍（模型1／實際9） | #2 贏得自然（模型2／實際10）,段速 +4.32,段速辨識不足,場次特定／樣本不足,暫不改模型；單場修正過擬合風險高,0.3472,,,False
2026-05-27_HappyValley,2026-05-27,5,independent_recent,independent_recent,跑馬地,1650,10,,1,1,0.3333,0.3333,False,1,0.7027,0.25,模型頭兩選只捕捉一匹實際前三，模型前五捕捉1匹實際前三,#6 智勇名駒（模型9／實際2） | #5 納百川（模型7／實際3）,#6 智勇名駒（模型9／實際2） | #5 納百川（模型7／實際3）,#9 榮利雙收（模型2／實際7）,,整體競爭群辨識不足,系統性,建立賽前訊號候選並做 temporal holdout；未通過前唔改主線,0.3379,,,False
2026-05-27_HappyValley,2026-05-27,7,independent_recent,independent_recent,跑馬地,1200,11,,0,0,0.0,0.0,False,6,0.0181,0.25,模型頭兩選全數落空，模型前五亦未捕捉任何實際前三,#9 幸運愉快（模型6／實際1） | #12 精益大師（模型10／實際2） | #6 新力（模型7／實際3）,#9 幸運愉快（模型6／實際1） | #12 精益大師（模型10／實際2） | #6 新力（模型7／實際3）,#3 千杯敬典（模型1／實際9） | #11 良駒好友（模型2／實際5）,,整體競爭群辨識不足,系統性,建立賽前訊號候選並做 temporal holdout；未通過前唔改主線,0.3158,,,False
2026-05-27_HappyValley,2026-05-27,8,independent_recent,independent_recent,跑馬地,1000,12,有初出馬,1,2,0.6667,0.6667,False,9,0.3982,0.5,模型頭兩選只捕捉一匹實際前三，模型前五捕捉2匹實際前三,#3 八駿巨昇（模型9／實際1） | #2 燭光晚餐（模型3／實際3）,#3 八駿巨昇（模型9／實際1）,#10 飛龍在天（模型2／實際7）,班次／負磅context +3.11,班次／負磅context辨識不足,場次特定／樣本不足,暫不改模型；單場修正過擬合風險高,0.3529,,,False
